Food group,Food name,Quantity,Is fortified with,ENERCJ (kJ),ENERCC (kcal),WATER (g),PROT (g),PROTPL (g),PROTAN (g),NT (g),TRP (mg),FAT (g),FACID (g),FASAT (g),FAMSCIS (g),FAPU (g),FAPUN3 (g),FAPUN6 (g),FATRS (g),CHO (g),SUGAR (g),STARCH (g),POLYL (g),FIBT (g),ALC (g),OA (g),ASH (g),CHORL (mg),NA (mg),K (mg),CA (mg),P (mg),MG (mg),FE (mg),HAEM (mg),NHAEM (mg),CU (mg),SE (µg),ZN (mg),ID (µg),VITA_RAE (µg),VITA_RE (µg),RETOL (µg),CARTBTOT (µg),CARTA (µg),LUTN (µg),ZEA (µg),CRYPXB (µg),LYCPN (µg),VITD (µg),CHOCALOH (µg),CHOCAL (µg),ERGCAL (µg),VITE (mg),TOCPHA (mg),TOCPHB (mg),TOCPHD (mg),TOCPHG (mg),VITK (µg),VITK1 (µg),VITK2 (µg),THIA (mg),RIBF (mg),VITB6 (mg),VITB12 (µg),NIAEQ (mg),NIA (mg),FOL (µg),FOLFD (µg),FOLAC (µg),VITC (mg),F4:0 (g),F6:0 (g),F8:0 (g),F10:0 (g),F11:0 (g),F12:0 (g),F13:0 (g),F14:0 (g),F15:0 (g),F16:0 (g),F17:0 (g),F18:0 (g),F19:0 (g),F20:0 (g),F21:0 (g),F22:0 (g),F23:0 (g),F24:0 (g),F25:0 (g),F26:0 (g),FASATXR (g),F10:1CIS (g),F12:1CIS (g),F14:1CIS (g),F16:1CIS (g),F18:1CIS (g),F20:1CIS (g),F22:1CIS (g),F24:1CIS (g),FAMSCXR (g),F18:2CN6 (g),F18:2CN9 (g),F18:2CT (g),F18:2TC (g),F18:2R (g),F18:3CN3 (g),F18:3CN6 (g),F18:4CN3 (g),F20:2CN6 (g),F20:3CN9 (g),F20:3CN6 (g),F20:3CN3 (g),F20:4CN6 (g),F20:4CN3 (g),F20:5CN3 (g),F21:5CN3 (g),F22:2CN6 (g),F22:2CN3 (g),F22:3CN3 (g),F22:4CN6 (g),F22:5CN6 (g),F22:5CN3 (g),F22:6CN3 (g),F24:2CN6 (g),FAPUXR (g),F10:1TRS (g),F12:1TRS (g),F14:1TRS (g),F16:1TRS (g),F18:1TRS (g),F18:2TTN6 (g),F18:3TTTN3 (g),F20:1TRS (g),F20:2TT (g),F22:1TRS (g),F24:1TRS (g),FAMSTXR (g),FAUN (g)
Vegetables,Salsify raw,per 100g,,323,76,78,1,1,0,,,1,0.7,0.2,0,0.5,0,0.5,0,15,15,0,0,1.7,0,,,0,5,400,60,50,10,1.5,0,1.5,0.01,0,0.2,2.5,2,3,0,20,,,,,,0,0,0,0,0.8,,,,,0.3,0.3,,0.05,0.02,0.12,0,,0.4,57,57,0,4,0,0,0,0,0,0,0,0,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vegetables,Lettuce butterhead raw,per 100g,,52,13,96.1,1.4,1.4,0,,14,0.4,0.3,0.1,0,0.2,0.1,0.1,0,0.3,0.3,0,0,1.2,0,,0.8,0,8,352,49,36,15,0.7,0,0.7,0.04,0,0.41,2.5,69,139,0,814,11,1010,19,25,10,0,0,0,0,0.2,0.2,0,0,0.5,129,129,,0.05,0.06,0.045,0,0.6,0.3,28.4,28.4,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0.08,0,0,0,0,0.11,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Vegetables,Lettuce butterhead boiled,per 100g,,92,22,94,2,2,0,,,0.4,0.3,0.1,0,0.2,0.1,0.1,0,2,2,0,0,1.2,0,,,0,15,300,30,41,15,0.4,0,0.4,0.04,0,0.41,,36,71,0,420,16,1093,28,0,14,0,0,0,0,0.2,0.2,0,0,0.5,188,188,,0.05,0.08,0.03,0,,0.4,13,13,0,1,0,0,0,0,0,0,0,0,0,0.05,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0.08,0,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vegetables,Swiss chard leaf boiled,per 100g,,122,29,93,3,3,0,,,0,0,0,0,0,0,0,0,3,3,0,0,2.5,0,,,0,200,300,90,40,11,4,0,4,,,,,364,728,0,4339,57,,,0,,0,0,0,0,,,,,,327.3,327.3,,0.1,0.17,0.04,0,,0.4,100,100,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Vegetables,Beans runner raw,per 100g,,93,22,92.7,1.9,1.9,0,0.3,,0.1,0.1,0,0,0,0,0,0,2,0.7,1.3,0,2.7,0,,0.5,0,4,250,40,30,10,0.5,0,0.5,0.02,1,0.4,2,7,15,0,30,118,263,0,,38,0,0,0,0,0.2,,,,,26,26,,0.07,0.06,0.05,0,,0.6,22,22,0,5,0,0,0,0,0,0,0,0,0,0.03,0,0.01,,0,0,0,0,0,,,,,,0,0,0.02,0,0,0,0,0.02,,,,,0.02,0,,0,,0,0,0,,0,,0,0,,,,,0,,,,,0,0,0,,,0,,0,0,,
Vegetables,Beans French raw,per 100g,,105,25,91.4,2.3,2.3,0,0.4,,0.2,0.2,0.1,0,0.1,0,0,0,1.8,1.2,0.6,0,3.6,0,,0.7,0,3,250,70,50,30,0.8,0,0.8,0.06,0,0.25,3,8,15,0,86,13,611,66,1,88,0,0,0,0,0.2,,,,,14.4,14.4,,0.07,0.09,0.07,0,,0.6,64,64,0,1,0,0,0,0,0,0,0,0,0,0.04,0,0.02,,0,0,0,0,0,,,,,,0,0,0.03,0,0,0,0,0.03,,,,,0.03,0,,0,,0,0,0,,0,,0,0,,,,,0,,,,,0,0,0,,,0,,0,0,,
Vegetables,Spinach raw,per 100g,,108,26,91.9,3.2,3.2,0,,48,0.6,0.5,0.1,0,0.4,0.3,0.1,0,0.9,0,0.9,0,2,0,,1.4,0,13,539,105,62,55,2,0,2,0.11,0,1.1,2,183,365,0,2191,0,4192,8,0,72,0,0,0,0,1.2,1.2,0,0,0.2,394,394,,0.26,0.2,0.132,0,1.9,1.1,130.9,130.9,0,1,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.02,0,0,0,0,0.07,0,0,0,0,0.32,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Vegetables,Spinach boiled,per 100g,,105,25,92.2,2.9,2.9,0,,27,0.9,0.7,0.1,0.1,0.6,0.5,0.1,0,0.7,0,0.7,0,1.4,0,,1.9,0,15,418,84,71,77,2.4,0,2.4,0.08,0,1.2,2,325,651,0,3871,9,6628,18,57,150,0,0,0,0,3.5,3.4,0,0,0.4,575,575,,0.06,0.15,0.075,0,1.2,0.8,124.5,124.5,0,7,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.03,0,0,0,0,0.1,0,0,0,0,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vegetables,Cabbage oxheart raw,per 100g,,176,42,90,3,3,0,,,1,0.7,0.2,0.1,0.4,0.3,0.1,0,4,4,0,0,2.5,0,,,0,10,300,50,30,12,0.5,0,0.5,0.07,0,0.2,2,51,103,0,615,0,133,12,,0,0,0,0,0,0.2,,,,,60,60,,0.04,0.04,0.1,0,,0.2,30,30,0,36,0,0,0,0,0,0,0,0,0,0.12,0,0.03,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0.13,0,0,0,0,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04
Vegetables,Cabbage oxheart boiled,per 100g,,88,21,93.8,1.1,1.1,0,,,0.6,0.4,0.1,0,0.2,0.2,0.1,0,1.6,1.6,0,0,2.5,0,,,0,10,141,39,32,8,0.4,0,0.4,0.03,0,0.2,2,52,104,0,626,0,126,15,,0,0,0,0,0,0.4,0.4,0,0,0.1,64.5,64.5,,0.04,0.04,0.06,0,,0.2,23,23,0,8,,,,0,0,0,,0,0,0.07,0,0.02,,0,0.02,0,0,0,,,,,,,0,0.03,0,0,0,,0.08,0,,,,0.17,0,0,0,0,0,,0,,0,,0,,,0,0,0,0,0,,,,,0,0,0,,0,,0,,,0.02
Vegetables,Brussel sprouts boiled,per 100g,,195,47,86,2.3,2.3,0,,33,0.7,0.5,0.1,0,0.3,0.2,0.1,0,5.6,1.4,4.2,0,4.5,0,,0.9,0,7,412,38,85,22,0.6,0,0.6,0.06,10,0.31,1,15,29,0,171,0,342,33,9,14,0,0,0,0,0.6,0.6,0,0,0.1,127,127,,0.11,0.08,0.192,0,1.2,0.6,95.3,95.3,0,132,,,,0,0,0,,0,0,0.09,0,0.01,,0,0.02,0,0,0,,,,,,,0.01,0.03,0,0,0,,0.1,0,,,,0.24,0,0,0,0,0,,0,,0,,0,,,0,0,0,0,0,,,,,0,0,0,,0,,0,,,0.02
Vegetables,Sweetcorn boiled,per 100g,,312,74,82,2.5,2.5,0,,,1.4,1.3,0.2,0.4,0.7,0,0.7,0,11.6,8.1,3.5,0,2.5,0,,,0,1,250,11,100,45,0.5,0,0.5,0.04,0,0.4,3.3,3,7,0,24,33,444,375,0,0,0,0,0,0,0.9,,,,,0.4,0.4,,0.12,0.07,0.1,0,,1.7,34,34,0,7,0,0,0,0,0,0,0,0,0,0.15,0,0.02,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0.39,0,0,0,0,0.69,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vegetables,Bean sprouts raw,per 100g,,104,25,93,2.2,2.2,0,0.4,,0.1,0.1,0,0,0,0,0,0,3.2,1.8,1.4,0,1.2,0,,0.3,0,6,121,16,37,15,0.4,0,0.4,0.1,1,0.3,,0,1,0,5,0,46,7,0,0,0,0,0,0,0.1,,,,,2.7,2.7,,0.06,0.07,0.019,0,,1,30.8,30.8,0,8,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0.04,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vegetables,Bean sprouts boiled,per 100g,,72,17,95,1.8,1.8,0,0.3,,0.1,0.1,0,0,0,0,0,0,1.7,1.1,0.6,0,1.2,0,,0.2,0,5,67,22,30,13,0.4,0,0.4,0.1,1,0.26,,1,1,0,7,0,57,10,0,0,0,0,0,0,0.1,,,,,3.3,3.3,,0.05,0.05,0.018,0,,1,30,30,0,4,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vegetables,Tomatoes classic round raw,per 100g,,85,20,95.4,0.7,0.7,0,,6,0.4,0.3,0.1,0,0.2,0,0.2,0,2.9,2.9,0,0,1.3,0,,0.6,0,2,246,11,23,8,0.3,0,0.3,0.05,0,0.15,2.5,39,77,0,464,0,83,4,0,2949,0,0,0,0,0.7,0.6,0,0,0.4,6,6,,0.03,0.01,0.077,0,0.6,0.5,15.7,15.7,0,15,0,0,0,0,0,0,0,0,0,0.06,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0.17,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Vegetables,Tomatoes classic round boiled,per 100g,,96,23,94.1,0.7,0.7,0,,6,0.7,0.5,0.1,0.1,0.3,0,0.3,0,2.9,2.8,0.1,0,1.3,0,,0.4,0,2,233,9,24,8,0.6,0,0.6,0.03,0,0.21,2.5,43,85,0,511,0,81,0,0,3465,0,0,0,0,0.7,0.7,0,0,0.4,2.8,2.8,,0.03,0.01,0.077,0,0.7,0.6,27.8,27.8,0,14,0,0,0,0,0,0,0,0,0,0.11,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.08,0,0,0,0,0.31,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vegetables,Beans broad raw,per 100g,,211,51,85,5,5,0,,,0,0,0,0,0,0,0,0,4,0,4,0,7.3,0,,,0,5,400,20,100,28,0.9,0,0.9,0.11,1,0.9,4,9,19,0,111,4,349,0,0,0,0,0,0,0,0.5,,,,,11.4,11.4,,0.1,0.15,0.07,0,,0.9,150,150,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Vegetables,Onions raw,per 100g,,157,37,89.1,1.3,1.3,0,,13,0.2,0.1,0.1,0,0,0,0,0,6.3,4.5,1.8,0,2.7,0,,0.4,0,4,185,29,33,9,0.3,0,0.3,0.06,1,0.29,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0.4,0.4,,0.04,0.02,0.121,0,0.4,0.2,23.7,23.7,0,5,0,0,0,0,0,0,0,0,0,0.05,0,0.01,,0,0,0,0,0,,,,,,0,0,0.04,0,0,0,0,0.05,,,,,0,0,,0,,0,0,0,,0,,0,0,,,,,0,,,,,0,0,0,,,0,,0,0,,
Vegetables,Onions boiled,per 100g,,147,35,90,1,1,0,,12,0.2,0.1,0.1,0,0,0,0,0,6.3,3,3.3,0,2.2,0,,0.4,0,2,159,24,38,9,0.2,0,0.2,0.07,0,0.31,1,1,1,0,4,0,18,0,5,0,0,0,0,0,0.1,0.1,0,0,0,0.5,0.5,,0.03,0.01,0.116,0,0.3,0.1,21.3,21.3,0,5,0,0,0,0,0,0,0,0,0,0.04,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vegetables,Lettuce lambs raw,per 100g,,74,18,93.8,2.6,2.6,0,0.4,,0.2,0.2,0.1,0,0.1,0.1,0,0,0.5,0,0.4,0,1.7,0,,1.2,0,5,489,79,48,28,1.1,0,1.1,0.07,0,0.32,,310,620,0,3654,80,5870,0,46,0,0,0,0,0,,,,,,167,167,,0.08,0.13,0.059,0,,0.4,26,26,0,8,0,0,0,0,0,0,0,0,0,0.04,0,0.02,,0,0,0,0,0,,,,,,0,0,0.03,0,0,0,0,0.02,,,,,0.06,0,,0,,0,0,0,,0,,0,0,,,,,0,,,,,0,0,0,,,0,,0,0,,0
Vegetables,Chicory raw,per 100g,,78,19,95.2,1.3,1.3,0,,10,0.2,0.1,0,0,0.1,0,0.1,0,2.4,2.4,0,0,1.2,0,,0.4,0,2,194,22,34,10,0.2,0,0.2,0.09,0,0.2,0.4,0,0,0,1,0,21,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.05,0.03,0.037,0,0.4,0.2,10,10,0,0,,,,,,,,0,,0.04,,0,,,,,,,,,,,,,,0,,,,,0.07,,,,,0.01,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,
Vegetables,Chicory boiled,per 100g,,69,16,95.3,1.2,1.2,0,,9,0.2,0.1,0,0,0.1,0,0.1,0,2,2.1,0,0,1.1,0,,0.3,0,3,183,24,31,10,0.2,0,0.2,0.05,0,0.17,0.4,1,1,0,8,0,86,0,0,0,0,0,0,0,0.2,0.2,0,0,0.2,,,,0.07,0.02,0.018,0,0.3,0.2,25.2,25.2,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vegetables,Cabbage white raw,per 100g,,124,30,91,2,2,0,,,0,0,0,0,0,0,0,0,4,4,0,0,2.8,0,,,0,8,200,30,30,9,0.5,0,0.5,0.01,1,0.23,2,1,2,0,12,0,30,49,0,6,0,0,0,0,0.2,,,,,60,60,,0.04,0.04,0.15,0,,0.3,30,30,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vegetables,Cabbage white cooked,per 100g,,68,16,94.1,0.9,0.9,0,,,0,0,0,0,0,0,0,0,1.8,1.8,0,0,2.8,0,,,0,15,147,51,24,7,0.2,0,0.2,0.03,3,0.07,2,1,2,0,13,0,20,25,0,0,0,0,0,0,0.1,0.1,0,0,0.1,64.5,64.5,,0.04,0.04,0.1,0,,0.3,23,23,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vegetables,Carrot raw av,per 100g,,135,32,90.2,0.8,0.8,0,,6,0.3,0.2,0.1,0,0.2,0,0.1,0,5.3,4.2,1.1,0,2.8,0,,0.7,0,28,259,25,29,7,0.2,0,0.2,0.03,0,0.24,2.5,621,1243,0,6226,2462,194,1,0,0,0,0,0,,0.4,0.4,0.1,0,0.1,7.4,7.4,,0.03,0.03,0.079,0,0.7,0.6,29.4,29.4,0,4,,,,,,,,,,0.05,,0.01,,,,,,,,,,,,,,0.02,,,,,0.15,,,,,0.01,,,,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,
Vegetables,Carrot boiled av,per 100g,,134,32,90.4,0.7,0.7,0,,7,0.3,0.2,0.1,0,0.1,0,0.1,0,5.2,4.9,0.4,0,2.9,0,,0.5,0,26,215,28,27,7,0.2,0,0.2,0.04,0,0.23,2.5,859,1718,0,8851,2918,281,7,0,0,0,0,0,,0.8,0.7,0.1,0,0.2,7.4,7.4,,0.03,0.02,0.069,0,0.5,0.4,29.1,29.1,0,3,0,0,0,0,0,0,0,0,0,0.04,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0.14,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Vegetables,Cabbage sauerkraut raw,per 100g,,55,13,91.5,1.1,1.1,0,,,0,0,0,0,0,0,0,0,0.6,0,0.6,0,3.2,0,,,0,600,210,62,30,9,0.3,0,0.3,0.03,3,0.12,1,2,3,0,18,0,30,49,0,6,0,0,0,0,0.1,0.1,0,0,0,31.2,25.1,6.1,0,0.04,0.134,0,,0.2,9,9,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vegetables,Cabbage sauerkraut cooked,per 100g,,58,14,92.7,0.9,0.9,0,,,0,0,0,0,0,0,0,0,1,0,1,0,3.2,0,,1.1,0,289,138,46,30,8,0.4,0,0.4,0.03,3,0.1,1,2,3,0,18,0,20,25,0,0,0,0,0,0,0.1,0.1,0,0,0,31.2,25.1,6.1,0.02,0.01,0.17,0,,0.2,7,7,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vegetables,Vegetable mix for soup raw,per 100g,,136,32,89.7,1.5,1.5,0,,8,0.2,0.2,0,0,0.1,0,0.1,0,4.6,3,1.5,0,3.2,0,,0.4,0,26,306,41,39,12,0.8,0,0.8,0.04,1,0.39,2.3,196,393,0,2046,621,821,4,0,10,0,0,0,,0.3,0.3,0,0,0.1,43.8,43.8,,0.04,0.05,0.193,0,0.6,0.5,57.5,57.5,0,17,,,,0,0,0,0,0,0,0.04,0,0.01,0,0,0,0,0,0,0,0,,0,0,0,0,0.04,0,0,0,,0.07,0,,,,0.01,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,,
Cereals and cereal products,Semolina,per 100g,,1430,337,13,11,11,0,,,1,0.7,0.3,0.2,0.2,0,0.2,0,70,3,67,0,2,0,,,0,2,100,15,90,32,1,0,1,0.15,1,0.6,0.3,0,0,0,0,,,,,,0,0,0,0,0.1,0.1,,,,0.8,0.8,,0.07,0.03,0.05,0,,0.9,22,22,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0.02,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0.15,0.01,0,0,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cereals and cereal products,Flour rice,per 100g,,1492,352,13,7,7,0,,,1,0.9,0.2,0.3,0.4,0,0.4,0,78,0,78,0,1.3,0,,,0,2,100,10,100,35,0.4,0,0.4,0.2,3,1.19,0.7,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,,0.04,0.03,0.12,0,,1,10,10,0,0,0,0,0,0,0,0,0,0,0,0.21,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0,0,0,0,0.36,,,,,0,,0,0,,,,,,0,,,,0,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,
Cereals and cereal products,Vermicelli raw,per 100g,,1501,354,10,12,12,0,,,2,1.3,0.3,0.2,0.9,0.1,0.8,0,71,5,66,0,2,0,,,0,10,100,15,125,57,2,0,2,0.3,5,1.5,0.6,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0.2,0.2,,0.1,0.06,0.09,0,,2,11,11,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.01,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0.81,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Eggs,Egg whole chicken av raw,per 100g,,549,132,76.2,12.3,0,12.3,,184,9.1,7.6,3.1,3.7,0.6,0.1,0.5,0,0.2,0.2,0,0,0,0,,0.8,353,153,145,57,229,14,2.3,0,2.3,0.06,17,1.56,31.3,194,194,194,0,0,246,139,0,0,1.1,0.1,1,0,3.1,3,0.1,0,0.8,0.3,0.3,,0.07,0.38,0.089,1.49,3.1,0,81.5,81.5,0,0,0,0.02,0.01,0,0,0,0,0.02,0.01,2.19,0.02,0.75,0,0.01,,0.01,0,0.02,,,,,0,0.01,0.23,3.24,0.16,0.05,0,0.01,0.52,,,,,0.01,0,0.01,0.01,,,,0.02,0.05,0.04,0,,,,,,,0,,0,,,,,0,0,,,,,,,0.18
Eggs,Egg whole chicken av boiled,per 100g,,535,128,76.2,12.3,0,12.3,,200,8.8,7.3,2.9,3.6,0.7,0.1,0.6,0,0,0,0,0,0,0,,0.8,371,149,141,64,247,15,2.4,0,2.4,0.07,20,1.63,35.5,215,215,215,0,0,301,185,0,0,1.8,0.2,1.6,0,4.2,4,0.2,0.1,1.1,0.3,0.3,,0.08,0.35,0.114,1.54,3.4,0,59.3,59.3,0,0,0,0.02,0,0,0,0,0,0.02,0.01,2.08,0.02,0.72,0,0.01,,0.01,0,0.01,,,,,0,0.01,0.23,3.18,0.14,0.04,0.01,0.01,0.56,,,,,0.01,0,0,0.01,,,,0.02,0.05,0.03,0,,,,,,,0,,0,,,,,0,0,,,,,,,0.14
Eggs,Egg yolk chicken raw,per 100g,,1494,361,48,16.7,0,16.7,,,32.6,27.1,10.7,13.4,2.5,0.3,2.2,0,0.2,0.2,0,0,0,0,,,1152,40,102,150,619,12,5.9,0,5.9,0.15,20,4.3,69.2,537,540,535,29,,1576,,,,5.6,1.2,4.5,0,3.1,,,,,,,,0.2,0.5,0.16,3.8,,0,160,160,0,0,0,0.05,0,0,0,0,0,0.09,0.03,7.74,0.05,2.65,0,0.03,0,0.03,0,0.03,0,0,0,0,0,0.03,0.87,11.81,0.48,0.13,0.03,0.03,2.05,0,0,0,0,0.03,0,0,0.03,0,0,0,0.08,0.16,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.51
Eggs,Egg yolk chicken boiled,per 100g,,1493,361,50,16,0,16,,,33,27.4,10.8,13.6,2.5,0.3,2.2,0,0,0,0,0,0,0,,,1152,50,102,150,600,14,6,0,6,0.15,20,3.6,69.2,537,540,535,29,,1576,,,,5,1,4,0,3.1,,,,,,,,0.25,0.4,0.25,3.8,,0.1,119,119,0,0,0,0.05,0,0,0,0,0,0.09,0.03,7.83,0.05,2.68,0,0.03,0,0.03,0,0.03,0,0,0,0,0,0.03,0.88,11.96,0.49,0.14,0.03,0.03,2.08,0,0,0,0,0.03,0,0,0.03,0,0,0,0.08,0.16,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52
Eggs,Egg powder chicken,per 100g,,2387,574,5,46,0,46,,,42,34.9,13.8,17.3,3.2,0.4,2.8,0,3,3,0,0,0,0,,,1638,500,600,225,900,46,11,0,11,0.31,42,5,123.1,768,768,768,0,,974,,,,6.8,,,0,4.3,,,,,,,,0.4,1,0.2,10,,0.1,,,,0,0,0.07,0,0,0,0,0,0.11,0.04,9.97,0.07,3.42,0,0.04,0,0.04,0,0.04,0,0,0,0,0,0.04,1.12,15.22,0.62,0.17,0.04,0.04,2.65,0,0,0,0,0.04,0,0,0.04,0,0,0,0.11,0.21,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66
Meat and poultry,Horse meat raw,per 100g,,418,99,75.3,22.4,0,22.4,,,1,0.8,0.3,0.3,0.2,0.1,0.1,0,0,0,0,0,0,0,,,60,50,300,12,200,23,3.2,2.7,0.6,,,4,1,24,28,21,40,,,,,,0.1,0,0.1,0,0.2,,,,,,,,0.12,0.1,0.25,,,4.7,8,8,0,0,,,,,,,,,,0.24,0.01,0.07,,,,,,,,,,,,,0.04,0.24,0.01,,,,0.1,,,,,0.09,,,,,,0.01,0.02,,,,,,,,,,,,,,,,,,,,,,,,,
